p1,p2,p3,p4,p5,t0,objective,elapsed_sec
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,128,4,120,0.0010735,1729.262452363968
 , ,8,128,4,120,0.001073,1739.9265069961548
#pragma clang loop(i1) pack array(A) allocate(malloc), ,128,2048,8,120,0.0011034999999999,1750.4775941371918
 , ,80,128,4,120,0.0014199999999999,1761.9077153205872
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",80,2048,8,120,0.001321,1773.2388305664062
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,128,4,120,0.001119,1786.9852409362793
#pragma clang loop(i1) pack array(A) allocate(malloc), ,20,128,4,120,0.0011635,1798.3427531719208
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,128,4,120,0.0011235,1810.3944952487943
 , ,50,128,4,120,0.0010765,1821.8098940849304
#pragma clang loop(i1) pack array(A) allocate(malloc), ,100,2048,8,120,0.0010995,1832.9504446983335
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,2048,8,120,0.0010665,1844.130048274994
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,2048,8,120,0.001075,1855.889921426773
#pragma clang loop(i1) pack array(A) allocate(malloc), ,4,2048,8,120,0.0010685,1867.8092353343964
#pragma clang loop(i1) pack array(A) allocate(malloc), ,8,2048,8,120,0.001071,1880.5066225528717
#pragma clang loop(i1) pack array(A) allocate(malloc), ,96,2048,8,120,0.0011225,1891.9540061950684
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,2048,8,120,0.001096,1903.153912305832
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,128,4,120,0.001126,1914.5580892562864
 , ,20,128,4,120,0.0011714999999999,1925.4372539520264
 , ,64,128,4,120,0.001105,1936.498866558075
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,2048,8,120,0.001104,1948.0131032466888
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,2048,8,120,0.0010895,1959.0654180049896
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,2048,8,120,0.0010765,1970.2621233463287
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,2048,8,120,0.001313,1981.550862312317
#pragma clang loop(i1) pack array(A) allocate(malloc), ,80,2048,8,120,0.001105,1992.9512248039246
